city,lat,lon,o3,Year
Parry Sound                                                                                         ,45.33786,-80.03817,29.81,2019
Newmarket                                                                                           ,44.04431,-79.48325,27.76,2019
Barrie                                                                                              ,44.382314,-79.702431,25.67,2019
Egbert                                                                                              ,44.23106,-79.7831,30.24,2019
Algoma                                                                                              ,47.03361,-84.37889,31.77,2019
Exp. Lakes Area                                                                                     ,49.66389,-93.72111,29.92,2019
Grand Bend                                                                                          ,43.333186,-81.742822,31.6,2019
Dorset                                                                                              ,45.224278,-78.932944,27.54,2019
Burlington                                                                                          ,43.314575,-79.802756,26.6,2019
Simcoe                                                                                              ,42.85685,-80.26964,30.87,2019
Tiverton                                                                                            ,44.31447,-81.54972,31.05,2019
North Bay                                                                                           ,46.32323,-79.44928,26.35,2019
Guelph                                                                                              ,43.551636,-80.264156,26.34,2019
Oshawa                                                                                              ,43.95222,-78.9125,24.41,2019
Oakville                                                                                            ,43.48692,-79.70228,27.03,2019
Kitchener                                                                                           ,43.44383,-80.50381,27.2,2019
Brantford                                                                                           ,43.13861,-80.29264,27.48,2019
St. Catharines                                                                                      ,43.16006,-79.23475,28.4,2019
Cornwall                                                                                            ,45.017981,-74.735314,26.88,2019
Peterborough                                                                                        ,44.301833,-78.346386,28.31,2019
Sarnia                                                                                              ,42.990263,-82.395341,29.28,2019
London                                                                                              ,42.97446,-81.20086,26.8,2019
Thunder Bay                                                                                         ,48.37939,-89.29017,23.76,2019
Sault Ste. Marie                                                                                    ,46.53319,-84.30992,28.12,2019
Sudbury                                                                                             ,46.49194,-81.00311,26.32,2019
Hamilton                                                                                            ,43.24132,-79.88941,27.5,2019
Hamilton                                                                                            ,43.25744,-79.90775,23.56,2019
Hamilton                                                                                            ,43.25778,-79.86167,24.39,2019
Brampton                                                                                            ,43.669567,-79.76567,26.51,2019
Toronto                                                                                             ,43.64543,-79.38908,,2019
Toronto                                                                                             ,43.78042,-79.46752,24.09,2019
Toronto                                                                                             ,43.659018,-79.395385,,2019
Toronto                                                                                             ,43.711106,-79.543425,17.74,2019
Toronto                                                                                             ,43.610761,-79.52194,21.56,2019
Mississauga                                                                                         ,43.54697,-79.65869,24.5,2019
Toronto                                                                                             ,43.66417,-79.38722,,2019
Toronto                                                                                             ,43.709444,-79.5435,21.82,2019
Toronto                                                                                             ,43.74792,-79.27406,24.57,2019
Kingston                                                                                            ,44.21987,-76.52113,29.89,2019
Windsor                                                                                             ,42.292889,-83.073139,27.31,2019
Windsor                                                                                             ,42.315778,-83.043667,26.59,2019
Ottawa                                                                                              ,45.43433,-75.676,25.93,2019
Lévis                                                                                               ,46.806029,-71.167506,27.27,2019
Frelighsburg                                                                                        ,45.05006,-72.86161,32.36,2019
Saint-Jean-Sur-Richelieu                                                                            ,45.29413,-73.34857,27.92,2019
Senneterre                                                                                          ,48.431648,-77.196674,28,2019
Mont Saint-Michel                                                                                   ,46.76866,-75.432728,25.41,2019
Ditton                                                                                              ,45.37333,-71.250167,30.76,2019
Saint-Anicet                                                                                        ,45.120624,-74.2896,27.83,2019
Chapais                                                                                             ,49.822282,-74.9764,28.08,2019
Lac-Édouard                                                                                         ,47.64722,-72.29056,25.37,2019
Tingewick                                                                                           ,45.905785,-71.948695,31.44,2019
St-Hilaire-De-Dorset                                                                                ,45.824861,-70.856025,33,2019
Notre-Dame-Du-Rosaire                                                                               ,46.84889,-70.45418,27.94,2019
Saint-François                                                                                      ,47.015308,-70.862523,30.1,2019
Deschambault                                                                                        ,46.682373,-71.965903,25.97,2019
La Dore                                                                                             ,48.80972,-72.73889,27.37,2019
Auclair                                                                                             ,47.73333,-68.70722,29.18,2019
La Pêche                                                                                            ,45.622378,-76.018046,27.99,2019
Saint-Faustin--Lac-Carré                                                                            ,46.035,-74.48083,30.67,2019
Saint-Simon                                                                                         ,45.715614,-72.840249,26.66,2019
Charette                                                                                            ,46.4416,-72.89241,26.93,2019
St. Zephirin-De-Courval                                                                             ,46.042233,-72.659761,27.99,2019
Saguenay                                                                                            ,48.43389,-71.18454,25.14,2019
Trois-Rivières                                                                                      ,46.357175,-72.546187,26.76,2019
Rouyn-Noranda                                                                                       ,48.234087,-78.982778,28.33,2019
Saguenay                                                                                            ,48.416374,-71.052412,26.36,2019
Sherbrooke                                                                                          ,45.41231,-71.8746,28.51,2019
Quebec                                                                                              ,46.774167,-71.369722,24.65,2019
Quebec                                                                                              ,46.794873,-71.246387,25.88,2019
Quebec                                                                                              ,46.821177,-71.220495,23.78,2019
Gatineau                                                                                            ,45.435987,-75.723429,26.99,2019
Montreal                                                                                            ,45.464611,-73.582583,22.44,2019
Terrebonne                                                                                          ,45.70476,-73.65776,26.38,2019
Montreal                                                                                            ,45.512189,-73.566842,23.72,2019
Montreal                                                                                            ,45.5934,-73.63726,25.01,2019
Montreal                                                                                            ,45.54271,-73.57176,24.48,2019
Montreal                                                                                            ,45.651691,-73.573825,26.16,2019
Montreal                                                                                            ,45.468322,-73.741198,25.26,2019
Montreal                                                                                            ,45.426542,-73.928929,27.59,2019
Brossard                                                                                            ,45.448663,-73.480819,26.96,2019
Longueuil                                                                                           ,45.52207,-73.4881,26.09,2019
Laval                                                                                               ,45.547463,-73.748317,25.64,2019
Montreal                                                                                            ,45.502648,-73.663913,20.75,2019
Montreal                                                                                            ,45.641026,-73.499682,24.85,2019
Edmundston                                                                                          ,47.363195,-68.322302,24.06,2019
Bathurst                                                                                            ,47.609693,-65.633509,30.74,2019
St Andrews                                                                                          ,45.086912,-67.074036,30.56,2019
Moncton                                                                                             ,46.101578,-64.789661,26.99,2019
Saint John                                                                                          ,45.28028,-66.05611,29.24,2019
Saint John                                                                                          ,45.252898,-66.080065,31.06,2019
Saint John                                                                                          ,45.308762,-66.008384,29.63,2019
Fredericton                                                                                         ,45.957289,-66.645236,26.74,2019
Kentville                                                                                           ,45.06725,-64.47743,30.3,2019
Pictou                                                                                              ,45.68167,-62.69664,27.76,2019
Aylesford                                                                                           ,45.07267,-64.84033,32.81,2019
Kejimkujik                                                                                          ,44.43244,-65.20264,29.04,2019
Sydney                                                                                              ,46.14222,-60.17252,29.86,2019
Port Hawkesbury                                                                                     ,45.614161,-61.362356,29.61,2019
Halifax                                                                                             ,44.719799,-63.480754,29.14,2019
Halifax                                                                                             ,44.64711,-63.57366,25.09,2019
Southampton                                                                                         ,46.38635,-62.58272,29.36,2019
Wellington                                                                                          ,46.47843,-63.98763,28.64,2019
Charlottetown                                                                                       ,46.233,-63.13667,25.57,2019
Labrador City                                                                                       ,52.945487,-66.910306,32.43,2019
Burin                                                                                               ,47.09899,-55.19852,32.54,2019
Port Aux Choix                                                                                      ,50.7123,-57.36421,26.3,2019
Corner Brook                                                                                        ,48.95224,-57.92207,28.14,2019
Happy Valley-Goose Bay                                                                              ,53.306,-60.36314,27.64,2019
Grand Falls-Windsor                                                                                 ,48.92696,-55.65966,29.66,2019
Mount Pearl                                                                                         ,47.50513,-52.79476,27.54,2020
Wood Buffalo National Park                                                                          ,60.1465,-113.63769,26.19,2020
Fort Smith                                                                                          ,60.00455,-111.893241,,2020
Snare Rapids                                                                                        ,63.50825,-116.00867,25.59,2020
Alert                                                                                               ,82.45083,-62.5056,29.72,2020
Inuvik                                                                                              ,68.35702,-133.714057,22.66,2020
Norman Wells                                                                                        ,65.27926,-126.813057,23.17,2020
Yellowknife                                                                                         ,62.45207,-114.364,22.41,2020
Whitehorse                                                                                          ,60.71972,-135.05875,25.57,2020
Courtenay                                                                                           ,49.682603,-124.996222,19.76,2020
Fort Saint John                                                                                     ,56.24473,-120.8561,,2020
Whistler                                                                                            ,50.144285,-122.960402,20.27,2020
Duncan                                                                                              ,48.786114,-123.717307,18.22,2020
Farmington                                                                                          ,55.913779,-120.533749,25.95,2020
Taylor                                                                                              ,56.150186,-120.686985,21.93,2020
Vernon                                                                                              ,50.260617,-119.270723,18.89,2020
Kitimat                                                                                             ,54.066909,-128.639131,20.04,2020
Mission                                                                                             ,49.14149,-122.311078,21.03,2020
Castlegar                                                                                           ,49.317698,-117.661527,17.85,2020
Williams Lake                                                                                       ,52.14428,-122.150391,20.46,2020
Terrace                                                                                             ,54.52167,-128.6075,19.73,2020
Smithers                                                                                            ,54.7785,-127.168542,13.59,2020
Nanaimo                                                                                             ,49.20083,-123.99389,22.44,2020
Saturna                                                                                             ,48.78333,-123.13333,27.35,2020
Cranbrook                                                                                           ,49.302582,-115.451314,23.93,2020
Quesnel                                                                                             ,52.97951,-122.49364,,2020
Quesnel                                                                                             ,52.981686,-122.493227,,2020
Squamish                                                                                            ,49.70516,-123.15133,16.58,2020
Metro Van - Maple Ridge                                                                             ,49.21494,-122.582057,19.78,2020
Metro Van-Hope                                                                                      ,49.369887,-121.49912,18.88,2020
Metro Van-Langley                                                                                   ,49.09561,-122.567104,21.19,2020
Metro Van-Pitt Meadows                                                                              ,49.245233,-122.70889,18.26,2020
Metro Van-Chilliwack                                                                                ,49.155848,-121.940279,19.61,2020
Metro Van - Abbotsford                                                                              ,49.021554,-122.326523,20.89,2020
Metro Van - Abbotsford                                                                              ,49.04258,-122.30982,19.01,2020
Kelowna                                                                                             ,49.862119,-119.467461,20.8,2020
Kamloops                                                                                            ,50.67477,-120.334016,20.28,2020
Victoria                                                                                            ,48.42369,-123.49432,22.29,2020
Victoria                                                                                            ,48.441942,-123.363165,20.65,2020
Prince George                                                                                       ,53.91472,-122.74194,19.37,2020
Agassiz                                                                                             ,49.238008,-121.762264,18.03,2020
Metro Van - Vancouver                                                                               ,49.260267,-123.077776,12.98,2020
Metro Van - Delta                                                                                   ,49.009877,-123.081997,22.9,2020
Metro Van - Coquitlam                                                                               ,49.288265,-122.79157,16.49,2020
Metro Van - Richmond                                                                                ,49.186265,-123.152422,18.39,2020
Metro Van - North Vancouver                                                                         ,49.323994,-123.083496,18.75,2020
Metro Van - Richmond                                                                                ,49.141437,-123.108215,18.08,2020
Metro Van - Surrey                                                                                  ,49.132928,-122.694224,21.19,2020
Metro Van - Burnaby                                                                                 ,49.279809,-122.922267,27.98,2020
Metro Van - Delta                                                                                   ,49.158348,-122.90173,19.28,2020
Metro Van - North Vancouver                                                                         ,49.301472,-123.020417,13.83,2020
Metro Van - Burnaby                                                                                 ,49.21519,-122.985666,18.42,2020
Metro Van - Vancouver                                                                               ,49.282272,-123.12188,12.2,2020
Metro Van - Port Moody                                                                              ,49.280893,-122.849291,13.63,2020
Metro Van - Burnaby                                                                                 ,49.279214,-122.970707,18.44,2020
Metro Van - New Westminster                                                                         ,49.227045,-122.894487,14.35,2020
Anzac                                                                                               ,56.44928,-111.03722,24.95,2020
Joussard                                                                                            ,55.34625,-115.89975,28.95,2020
St Lina                                                                                             ,54.2165,-111.5026,30.65,2020
Cold Lake                                                                                           ,54.414014,-110.232939,25.68,2020
Hinton                                                                                              ,53.427301,-117.544067,23.9,2020
Genesee                                                                                             ,53.3016,-114.2211,29.74,2020
Edson                                                                                               ,53.593771,-116.395822,24.01,2020
Drayton Valley                                                                                      ,53.220024,-114.984207,26.69,2020
Bretton                                                                                             ,53.0903,-114.46061,28.81,2020
Lamont                                                                                              ,53.76036,-112.88017,28.68,2020
Grande Prairie                                                                                      ,55.1766,-118.8078,23.02,2020
Caroline                                                                                            ,51.94687,-114.69744,30.32,2020
Fort Chipewyan                                                                                      ,58.70879,-111.17683,27.95,2020
Steeper                                                                                             ,53.1325,-117.09111,35.18,2020
Carrot Creek                                                                                        ,53.621062,-115.869155,26.56,2020
Beaverlodge                                                                                         ,55.19634,-119.39682,27.94,2020
Violet Grove                                                                                        ,53.14222,-115.13806,29.57,2020
Tomahawk                                                                                            ,53.37255,-114.76835,28.58,2020
Elk Island                                                                                          ,53.68238,-112.86812,26.62,2020
Conklin                                                                                             ,55.621408,-111.17269,30.44,2020
Wapasu                                                                                              ,57.26176,-111.037,27.78,2020
Fort Mackay                                                                                         ,57.1492,-111.6424,19.18,2020
Fort Mackay                                                                                         ,56.99647,-111.59295,24.56,2020
Fort Mackay                                                                                         ,57.18941,-111.6405,18.57,2020
Fort Mcmurray                                                                                       ,56.75139,-111.47662,25.35,2020
Fort Mcmurray                                                                                       ,56.73341,-111.39047,22.9,2020
Bruderheim                                                                                          ,53.805629,-112.925851,29.21,2020
Redwater                                                                                            ,53.95183,-113.105857,26.71,2020
Gibbons                                                                                             ,53.827241,-113.327174,25.16,2020
Fort Saskatchewan                                                                                   ,53.69874,-113.22285,24.68,2020
Lethbridge                                                                                          ,49.71621,-112.8006,31.49,2020
Medicine Hat                                                                                        ,50.04893,-110.68116,29.86,2020
Red Deer                                                                                            ,52.24095,-113.765439,25.58,2020
Red Deer                                                                                            ,52.29867,-113.79352,24.37,2020
Airdrie                                                                                             ,51.268078,-114.037794,29.93,2020
Calgary                                                                                             ,51.082655,-114.138827,26.86,2020
Calgary                                                                                             ,51.0309,-114.0091,22.75,2020
Calgary                                                                                             ,50.955122,-113.969742,24.22,2020
St. Albert                                                                                          ,53.626908,-113.611883,23.92,2020
Ardrossan                                                                                           ,53.554691,-113.144905,25.97,2020
Sherwood Park                                                                                       ,53.532092,-113.320983,25.1,2020
Edmonton                                                                                            ,53.564411,-113.562583,22.74,2020
Edmonton                                                                                            ,53.54445,-113.49884,21.61,2020
Edmonton                                                                                            ,53.54823,-113.36811,22.54,2020
Edmonton                                                                                            ,53.50022,-113.526056,23.64,2020
Flat Valley                                                                                         ,54.29489,-109.20947,27.89,2020
Buffalo Narrows                                                                                     ,55.834566,-108.403332,27.99,2020
Pinehouse Lake                                                                                      ,55.50333,-106.72167,27.72,2020
Swift Current                                                                                       ,50.285833,-107.81689,27.23,2020
Estevan                                                                                             ,49.13235,-102.98499,25.85,2020
Prince Albert                                                                                       ,53.201694,-105.75203,23.84,2020
Saskatoon                                                                                           ,52.13613,-106.66293,24.35,2020
Regina                                                                                              ,50.4527,-104.616,25.3,2020
Thompson                                                                                            ,55.74719,-97.87353,,2020
Flin Flon                                                                                           ,54.76852,-101.87747,,2020
Brandon                                                                                             ,49.83918,-99.9206,24.94,2020
Winnipeg                                                                                            ,49.89799,-97.14653,,2020
Milton                                                                                              ,43.52965,-79.862449,26.73,2020
Petawawa                                                                                            ,45.996722,-77.441194,26.87,2020
Moonbeam                                                                                            ,49.386389,-82.121389,25.75,2020
Pickle Lake                                                                                         ,51.44814,-90.21786,28.8,2020
Chatham                                                                                             ,42.40369,-82.20831,29.08,2020
Belleville                                                                                          ,44.15053,-77.3955,29.66,2020
Port Stanley                                                                                        ,42.67208,-81.16289,30.93,2020
Parry Sound                                                                                         ,45.33786,-80.03817,29.94,2020
Newmarket                                                                                           ,44.04431,-79.48325,28.52,2020
Barrie                                                                                              ,44.382314,-79.702431,25.94,2020
Egbert                                                                                              ,44.23106,-79.7831,30,2020
Algoma                                                                                              ,47.03361,-84.37889,30.53,2020
Exp. Lakes Area                                                                                     ,49.66389,-93.72111,29.35,2020
Grand Bend                                                                                          ,43.333186,-81.742822,30.93,2020
Dorset                                                                                              ,45.224278,-78.932944,27.08,2020
Burlington                                                                                          ,43.314575,-79.802756,28.24,2020
Simcoe                                                                                              ,42.85685,-80.26964,30.97,2020
Tiverton                                                                                            ,44.31447,-81.54972,30.49,2020
North Bay                                                                                           ,46.32323,-79.44928,26.16,2020
Guelph                                                                                              ,43.551636,-80.264156,26.98,2020
Oshawa                                                                                              ,43.95222,-78.9125,26.34,2020
Oakville                                                                                            ,43.48692,-79.70228,27.97,2020
Kitchener                                                                                           ,43.44383,-80.50381,27.62,2020
Brantford                                                                                           ,43.13861,-80.29264,27.99,2020
St. Catharines                                                                                      ,43.16006,-79.23475,30.18,2020
Cornwall                                                                                            ,45.017981,-74.735314,26.36,2020
Peterborough                                                                                        ,44.301833,-78.346386,27.39,2020
Sarnia                                                                                              ,42.990263,-82.395341,26.66,2020
London                                                                                              ,42.97446,-81.20086,27.75,2020
Thunder Bay                                                                                         ,48.37939,-89.29017,22.92,2020
Sault Ste. Marie                                                                                    ,46.53319,-84.30992,28.22,2020
Sudbury                                                                                             ,46.49194,-81.00311,24.82,2020
Hamilton                                                                                            ,43.24132,-79.88941,29.3,2020
Hamilton                                                                                            ,43.25744,-79.90775,25.19,2020
Hamilton                                                                                            ,43.25778,-79.86167,26.3,2020
Brampton                                                                                            ,43.669567,-79.76567,28.39,2020
Toronto                                                                                             ,43.64543,-79.38908,24.2,2020
Toronto                                                                                             ,43.78042,-79.46752,25.92,2020
Toronto                                                                                             ,43.711106,-79.543425,19.01,2020
Toronto                                                                                             ,43.610761,-79.52194,22.93,2020
Mississauga                                                                                         ,43.54697,-79.65869,25.61,2020
Toronto                                                                                             ,43.709444,-79.5435,23.35,2020
Toronto                                                                                             ,43.74792,-79.27406,26.09,2020
Kingston                                                                                            ,44.21987,-76.52113,30.08,2020
Windsor                                                                                             ,42.292889,-83.073139,26.01,2020
Windsor                                                                                             ,42.315778,-83.043667,27.32,2020
Ottawa                                                                                              ,45.43433,-75.676,25.21,2020
Lévis                                                                                               ,46.806029,-71.167506,27.1,2020
Frelighsburg                                                                                        ,45.05006,-72.86161,31.56,2020
Saint-Jean-Sur-Richelieu                                                                            ,45.29413,-73.34857,27.24,2020
Senneterre                                                                                          ,48.431648,-77.196674,26.72,2020
Mont Saint-Michel                                                                                   ,46.76866,-75.432728,23.64,2020
Ditton                                                                                              ,45.37333,-71.250167,29.7,2020
Saint-Anicet                                                                                        ,45.120624,-74.2896,26.11,2020
Chapais                                                                                             ,49.822282,-74.9764,27.74,2020
Lac-Édouard                                                                                         ,47.64722,-72.29056,24.36,2020
Tingewick                                                                                           ,45.905785,-71.948695,31.15,2020
St-Hilaire-De-Dorset                                                                                ,45.824861,-70.856025,32.5,2020
Notre-Dame-Du-Rosaire                                                                               ,46.84889,-70.45418,26.67,2020
Saint-François                                                                                      ,47.015308,-70.862523,,2020
Deschambault                                                                                        ,46.682373,-71.965903,24.47,2020
La Dore                                                                                             ,48.80972,-72.73889,26.21,2020
Auclair                                                                                             ,47.73333,-68.70722,28.97,2020
La Pêche                                                                                            ,45.622378,-76.018046,,2020
Saint-Faustin--Lac-Carré                                                                            ,46.035,-74.48083,29.78,2020
Saint-Simon                                                                                         ,45.715614,-72.840249,26.85,2020
Charette                                                                                            ,46.4416,-72.89241,24.89,2020
St. Zephirin-De-Courval                                                                             ,46.042233,-72.659761,27.94,2020
Saguenay                                                                                            ,48.43389,-71.18454,24.53,2020
Trois-Rivières                                                                                      ,46.357175,-72.546187,26.19,2020
Rouyn-Noranda                                                                                       ,48.234087,-78.982778,26.91,2020
Saguenay                                                                                            ,48.416374,-71.052412,24.96,2020
Sherbrooke                                                                                          ,45.41231,-71.8746,28.33,2020
Quebec                                                                                              ,46.781321,-71.308717,23.59,2020
Quebec                                                                                              ,46.774167,-71.369722,24.62,2020
Quebec                                                                                              ,46.794873,-71.246387,26.13,2020
Quebec                                                                                              ,46.821177,-71.220495,24.33,2020
Gatineau                                                                                            ,45.435987,-75.723429,27.3,2020
Montreal                                                                                            ,45.464611,-73.582583,23.8,2020
Terrebonne                                                                                          ,45.70476,-73.65776,26.66,2020
Montreal                                                                                            ,45.512189,-73.566842,24.75,2020
Montreal                                                                                            ,45.5934,-73.63726,24.23,2020
Montreal                                                                                            ,45.54271,-73.57176,24.48,2020
Montreal                                                                                            ,45.651691,-73.573825,25.67,2020
Montreal                                                                                            ,45.468322,-73.741198,25.77,2020
Montreal                                                                                            ,45.426542,-73.928929,,2020
Brossard                                                                                            ,45.448663,-73.480819,27.07,2020
Longueuil                                                                                           ,45.52207,-73.4881,25.71,2020
Laval                                                                                               ,45.547463,-73.748317,26.47,2020
Montreal                                                                                            ,45.502648,-73.663913,21.22,2020
Montreal                                                                                            ,45.641026,-73.499682,24.78,2020
Miramichi                                                                                           ,47.025671,-65.520487,28.4,2020
Edmundston                                                                                          ,47.363195,-68.322302,24.74,2020
Bathurst                                                                                            ,47.609693,-65.633509,28.22,2020
St Andrews                                                                                          ,45.086912,-67.074036,29.23,2020
Moncton                                                                                             ,46.101578,-64.789661,24.11,2020
Saint John                                                                                          ,45.28028,-66.05611,28.39,2020
Saint John                                                                                          ,45.252898,-66.080065,31.19,2020
Saint John                                                                                          ,45.308762,-66.008384,30.58,2020
Fredericton                                                                                         ,45.957289,-66.645236,26.96,2020
Kentville                                                                                           ,45.06725,-64.47743,28.54,2020
Pictou                                                                                              ,45.68167,-62.69664,29.82,2020
Aylesford                                                                                           ,45.07267,-64.84033,32.3,2020
Kejimkujik                                                                                          ,44.43244,-65.20264,28.5,2020
Sydney                                                                                              ,46.14222,-60.17252,28.76,2020
Port Hawkesbury                                                                                     ,45.614161,-61.362356,28.3,2020
Halifax                                                                                             ,44.719799,-63.480754,28.72,2020
Halifax                                                                                             ,44.64711,-63.57366,24.17,2020
Southampton                                                                                         ,46.38635,-62.58272,28.5,2020
Wellington                                                                                          ,46.47843,-63.98763,27.79,2020
Charlottetown                                                                                       ,46.233,-63.13667,25.61,2020
Labrador City                                                                                       ,52.945487,-66.910306,,2020
Burin                                                                                               ,47.09899,-55.19852,29.52,2020
Port Aux Choix                                                                                      ,50.7123,-57.36421,25.57,2020
Corner Brook                                                                                        ,48.95224,-57.92207,26.76,2020
Happy Valley-Goose Bay                                                                              ,53.306,-60.36314,26.9,2020
Grand Falls-Windsor                                                                                 ,48.92696,-55.65966,28.94,2020
St. John's                                                                                          ,47.56038,-52.71147,25.3,2020
